"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Inheritance Metric Rules","Java Logging Rules","Migration Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L124","DeleteaccountHandler","eu.fp7.scase.wsat.account.DeleteaccountHandler","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeleteaccountHandler.java",35,1,105,2,0.461818,4,11,4,0.577465,0.58,41,29,1,2,2,8,3,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L204","GetaccountHandler","eu.fp7.scase.wsat.account.GetaccountHandler","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetaccountHandler.java",35,1,121,2,0.877232,6,13,6,0.689655,0.711864,60,42,1,2,2,8,3,1,1,8,12,0.6,0.180556,13,3,3,2,0.180556,13,0,0,0,0,0,59,87,5,1,5,1,4,0,4,0,4,35,0,4,0,59,87,5,1,5,1,4,0,4,0,4,35,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L230","GetaccountListHandler","eu.fp7.scase.wsat.account.GetaccountListHandler","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetaccountListHandler.java",38,1,117,2,0.36478,3,8,3,0.4375,0.45614,35,26,1,2,2,9,4,1,1,10,14,0.6,0.173913,12,3,3,2,0.173913,12,0,0,0,0,0,57,80,5,1,5,1,4,0,4,0,4,32,0,4,0,57,80,5,1,5,1,4,0,4,0,4,32,0,4,0,0,0,29,0,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L291","JavaaccountController","eu.fp7.scase.wsat.account.JavaaccountController","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaaccountController.java",39,1,75,2,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,6,9,1,0.228571,8,8,4,0,0.228571,8,0,0,0,0,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"L324","JavaaccountControllerManager","eu.fp7.scase.wsat.account.JavaaccountControllerManager","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaaccountControllerManager.java",36,1,63,2,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,4,6,1,0.2,5,5,3,0,0.2,5,0,0,0,0,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"L137","JavaaccountModel","eu.fp7.scase.wsat.account.JavaaccountModel","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaaccountModel.java",53,1,164,2,0,0,0,0,0,0,0,0,6,1,1,17,3,77,98,2,17,0.1875,0.114943,10,10,3,13,0.114943,10,0,0,0,0,0,77,112,7,2,7,2,15,0,15,2,15,20,0,15,2,77,112,7,2,7,2,15,0,15,2,15,20,0,15,2,0,0,33,0,0,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0
"L257","JavaaccountModelManager","eu.fp7.scase.wsat.account.JavaaccountModelManager","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaaccountModelManager.java",33,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,0.333333,0.166667,2,2,1,2,0.166667,2,0,0,0,0,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"L332","PostaccountHandler","eu.fp7.scase.wsat.account.PostaccountHandler","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PostaccountHandler.java",36,1,115,2,0.284916,2,5,2,0.4,0.410714,32,23,1,3,2,9,3,1,1,10,14,0.6,0.176471,12,3,3,2,0.176471,12,0,0,0,0,0,56,80,5,0,5,0,4,0,4,0,4,31,0,4,0,56,80,5,0,5,0,4,0,4,0,4,31,0,4,0,0,0,28,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L309","PutaccountHandler","eu.fp7.scase.wsat.account.PutaccountHandler","L108","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutaccountHandler.java",35,1,122,2,0.644491,5,12,5,0.602273,0.644068,53,38,1,2,2,8,3,1,1,8,12,0.6,0.180556,13,3,3,2,0.180556,13,0,0,0,0,0,59,88,5,0,5,0,4,0,4,0,4,35,0,4,0,59,88,5,0,5,0,4,0,4,0,4,35,0,4,0,0,0,33,0,0,0,0,0,24,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L496","DeleteinputmessageHandler","eu.fp7.scase.wsat.inputmessage.DeleteinputmessageHandler","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeleteinputmessageHandler.java",34,1,104,2,0.479245,4,11,4,0.56338,0.58,40,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L531","GetinputmessageHandler","eu.fp7.scase.wsat.inputmessage.GetinputmessageHandler","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetinputmessageHandler.java",35,1,118,2,0.874699,5,12,5,0.72619,0.736842,61,42,1,2,2,8,4,1,1,8,12,0.6,0.185714,13,3,3,2,0.185714,13,0,0,0,0,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L557","GetinputmessageListHandler","eu.fp7.scase.wsat.inputmessage.GetinputmessageListHandler","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetinputmessageListHandler.java",36,1,125,2,0.886214,6,15,6,0.755556,0.769231,68,50,1,2,2,9,7,1,1,15,19,0.6,0.155844,12,3,3,2,0.155844,12,0,0,0,0,0,65,90,5,1,5,1,4,0,4,0,4,40,0,4,0,65,90,5,1,5,1,4,0,4,0,4,40,0,4,0,0,0,37,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L612","JavainputmessageController","eu.fp7.scase.wsat.inputmessage.JavainputmessageController","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputmessageController.java",39,1,75,2,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,6,9,1,0.228571,8,8,4,0,0.228571,8,0,0,0,0,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"L646","JavainputmessageControllerManager","eu.fp7.scase.wsat.inputmessage.JavainputmessageControllerManager","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputmessageControllerManager.java",37,1,64,2,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,4,6,1,0.2,5,5,3,0,0.2,5,0,0,0,0,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"L501","JavainputmessageModel","eu.fp7.scase.wsat.inputmessage.JavainputmessageModel","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputmessageModel.java",56,1,141,2,0,0,0,0,0,0,0,0,5,1,1,12,3,17,22,1,12,0.25,0.147059,10,10,3,9,0.147059,10,0,0,0,0,0,58,86,5,1,5,1,11,0,11,1,11,13,0,11,1,58,86,5,1,5,1,11,0,11,1,11,13,0,11,1,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"L581","JavainputmessageModelManager","eu.fp7.scase.wsat.inputmessage.JavainputmessageModelManager","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputmessageModelManager.java",33,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,0.333333,0.166667,2,2,1,2,0.166667,2,0,0,0,0,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"L655","PostinputmessageHandler","eu.fp7.scase.wsat.inputmessage.PostinputmessageHandler","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PostinputmessageHandler.java",36,1,125,2,0.973948,6,13,6,0.822222,0.873016,74,55,1,2,2,8,6,1,1,15,19,0.6,0.171053,13,3,3,2,0.171053,13,0,0,0,0,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,0,0,44,0,0,0,0,0,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
"L631","PutinputmessageHandler","eu.fp7.scase.wsat.inputmessage.PutinputmessageHandler","L486","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutinputmessageHandler.java",36,1,124,2,0.970387,6,13,6,0.808989,0.868852,72,53,1,2,2,8,5,1,1,10,14,0.6,0.175676,13,3,3,2,0.175676,13,0,0,0,0,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L790","DeleteinputmessageinputparameterHandler","eu.fp7.scase.wsat.inputparameter.DeleteinputmessageinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeleteinputmessageinputparameterHandler.java",34,1,105,2,0.430508,4,11,4,0.569444,0.58,41,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L822","DeleteinputparameterinputparameterHandler","eu.fp7.scase.wsat.inputparameter.DeleteinputparameterinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeleteinputparameterinputparameterHandler.java",34,1,105,2,0.430508,4,11,4,0.569444,0.58,41,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L846","GetinputmessageinputparameterHandler","eu.fp7.scase.wsat.inputparameter.GetinputmessageinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetinputmessageinputparameterHandler.java",34,1,117,2,0.883146,5,12,5,0.72619,0.736842,61,42,1,2,2,8,4,1,1,8,12,0.6,0.185714,13,3,3,2,0.185714,13,0,0,0,0,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L872","GetinputmessageinputparameterListHandler","eu.fp7.scase.wsat.inputparameter.GetinputmessageinputparameterListHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetinputmessageinputparameterListHandler.java",36,1,126,2,0.888651,6,15,6,0.747253,0.769231,68,50,1,2,2,9,7,1,1,15,19,0.6,0.155844,12,3,3,2,0.155844,12,0,0,0,0,0,65,91,5,1,5,1,4,0,4,0,4,40,0,4,0,65,91,5,1,5,1,4,0,4,0,4,40,0,4,0,0,0,37,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L913","GetinputparameterinputparameterHandler","eu.fp7.scase.wsat.inputparameter.GetinputparameterinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetinputparameterinputparameterHandler.java",34,1,117,2,0.883146,5,12,5,0.72619,0.736842,61,42,1,2,2,8,4,1,1,8,12,0.6,0.185714,13,3,3,2,0.185714,13,0,0,0,0,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L937","GetinputparameterinputparameterListHandler","eu.fp7.scase.wsat.inputparameter.GetinputparameterinputparameterListHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetinputparameterinputparameterListHandler.java",36,1,132,2,0.899029,7,20,7,0.762887,0.785714,74,55,1,2,2,11,6,1,1,16,20,0.6,0.146341,12,3,3,2,0.146341,12,0,0,0,0,0,70,97,5,1,5,1,4,0,4,0,4,43,0,4,0,70,97,5,1,5,1,4,0,4,0,4,43,0,4,0,0,0,38,0,0,0,0,0,26,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L969","JavainputparameterController","eu.fp7.scase.wsat.inputparameter.JavainputparameterController","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputparameterController.java",39,1,106,2,0,0,0,0,0,0,0,0,1,0,0,6,7,1,0,12,18,1,0.222222,14,14,7,0,0.222222,14,0,0,0,0,0,49,68,1,0,1,0,6,0,6,0,6,12,0,6,0,49,68,1,0,1,0,6,0,6,0,6,12,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1032","JavainputparameterControllerManager","eu.fp7.scase.wsat.inputparameter.JavainputparameterControllerManager","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputparameterControllerManager.java",37,1,85,2,0,0,0,0,0,0,0,0,1,0,0,4,6,1,0,8,12,1,0.204545,9,9,5,0,0.204545,9,0,0,0,0,0,35,49,1,0,1,0,4,0,4,0,4,8,0,4,0,35,49,1,0,1,0,4,0,4,0,4,8,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"L682","JavainputparameterModel","eu.fp7.scase.wsat.inputparameter.JavainputparameterModel","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputparameterModel.java",67,1,197,2,0.142466,1,2,1,0.0763359,0.0860215,10,8,7,1,1,18,2,16,25,0,17,0.166667,0.105769,11,11,3,15,0.105769,11,0,0,0,0,0,93,131,8,1,8,1,17,0,17,1,17,21,0,17,1,93,131,8,1,8,1,17,0,17,1,17,21,0,17,1,0,0,43,0,0,0,0,0,7,0,1,0,0,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,0
"L889","JavainputparameterModelManager","eu.fp7.scase.wsat.inputparameter.JavainputparameterModelManager","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavainputparameterModelManager.java",33,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,1,3,2,0,2,0.333333,0.166667,2,2,1,2,0.166667,2,0,0,0,0,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1054","PostinputmessageinputparameterHandler","eu.fp7.scase.wsat.inputparameter.PostinputmessageinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PostinputmessageinputparameterHandler.java",36,1,125,2,0.97446,7,14,7,0.822222,0.873016,74,55,1,2,2,8,6,1,1,15,19,0.6,0.171053,13,3,3,2,0.171053,13,0,0,0,0,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,0,0,44,0,0,0,0,0,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
"L1041","PostinputparameterinputparameterHandler","eu.fp7.scase.wsat.inputparameter.PostinputparameterinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PostinputparameterinputparameterHandler.java",36,1,131,2,0.976661,8,19,8,0.833333,0.882353,80,60,1,2,2,10,5,1,1,16,20,0.6,0.160494,13,3,3,2,0.160494,13,0,0,0,0,0,68,96,6,0,6,0,4,0,4,0,4,41,0,4,0,68,96,6,0,6,0,4,0,4,0,4,41,0,4,0,0,0,44,0,0,0,0,0,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
"L1009","PutinputmessageinputparameterHandler","eu.fp7.scase.wsat.inputparameter.PutinputmessageinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutinputmessageinputparameterHandler.java",35,1,123,2,0.972281,6,13,6,0.808989,0.868852,72,53,1,2,2,8,5,1,1,10,14,0.6,0.175676,13,3,3,2,0.175676,13,0,0,0,0,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L996","PutinputparameterinputparameterHandler","eu.fp7.scase.wsat.inputparameter.PutinputparameterinputparameterHandler","L775","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutinputparameterinputparameterHandler.java",35,1,123,2,0.972281,6,13,6,0.808989,0.868852,72,53,1,2,2,8,4,1,1,9,13,0.6,0.175676,13,3,3,2,0.175676,13,0,0,0,0,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L1247","DeleteoutputmessageHandler","eu.fp7.scase.wsat.outputmessage.DeleteoutputmessageHandler","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeleteoutputmessageHandler.java",34,1,104,2,0.479245,4,11,4,0.56338,0.58,40,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,50,71,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1282","GetoutputmessageHandler","eu.fp7.scase.wsat.outputmessage.GetoutputmessageHandler","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetoutputmessageHandler.java",35,1,118,2,0.874699,5,12,5,0.72619,0.736842,61,42,1,2,2,8,4,1,1,8,12,0.6,0.185714,13,3,3,2,0.185714,13,0,0,0,0,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1308","GetoutputmessageListHandler","eu.fp7.scase.wsat.outputmessage.GetoutputmessageListHandler","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetoutputmessageListHandler.java",36,1,125,2,0.886214,6,15,6,0.755556,0.769231,68,50,1,2,2,9,7,1,1,15,19,0.6,0.155844,12,3,3,2,0.155844,12,0,0,0,0,0,65,90,5,1,5,1,4,0,4,0,4,40,0,4,0,65,90,5,1,5,1,4,0,4,0,4,40,0,4,0,0,0,37,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1350","JavaoutputmessageController","eu.fp7.scase.wsat.outputmessage.JavaoutputmessageController","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaoutputmessageController.java",39,1,75,2,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,6,9,1,0.228571,8,8,4,0,0.228571,8,0,0,0,0,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,27,37,1,0,1,0,3,0,3,0,3,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1384","JavaoutputmessageControllerManager","eu.fp7.scase.wsat.outputmessage.JavaoutputmessageControllerManager","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaoutputmessageControllerManager.java",37,1,64,2,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,4,6,1,0.2,5,5,3,0,0.2,5,0,0,0,0,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,20,28,1,0,1,0,2,0,2,0,2,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1252","JavaoutputmessageModel","eu.fp7.scase.wsat.outputmessage.JavaoutputmessageModel","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaoutputmessageModel.java",56,1,141,2,0,0,0,0,0,0,0,0,5,1,1,12,3,17,22,1,12,0.25,0.147059,10,10,3,9,0.147059,10,0,0,0,0,0,58,86,5,1,5,1,11,0,11,1,11,13,0,11,1,58,86,5,1,5,1,11,0,11,1,11,13,0,11,1,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1325","JavaoutputmessageModelManager","eu.fp7.scase.wsat.outputmessage.JavaoutputmessageModelManager","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\JavaoutputmessageModelManager.java",33,1,48,2,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,2,0.333333,0.166667,2,2,1,2,0.166667,2,0,0,0,0,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,10,16,1,0,1,0,2,0,2,0,2,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1393","PostoutputmessageHandler","eu.fp7.scase.wsat.outputmessage.PostoutputmessageHandler","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PostoutputmessageHandler.java",36,1,125,2,0.973948,6,13,6,0.822222,0.873016,74,55,1,2,2,8,6,1,1,15,19,0.6,0.171053,13,3,3,2,0.171053,13,0,0,0,0,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,63,90,6,0,6,0,4,0,4,0,4,38,0,4,0,0,0,44,0,0,0,0,0,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
"L1369","PutoutputmessageHandler","eu.fp7.scase.wsat.outputmessage.PutoutputmessageHandler","L1237","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\PutoutputmessageHandler.java",36,1,124,2,0.970387,6,13,6,0.808989,0.868852,72,53,1,2,2,8,5,1,1,10,14,0.6,0.175676,13,3,3,2,0.175676,13,0,0,0,0,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,61,89,6,0,6,0,4,0,4,0,4,36,0,4,0,0,0,42,0,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
"L1528","DeleteoutputmessageoutputparameterHandler","eu.fp7.scase.wsat.outputparameter.DeleteoutputmessageoutputparameterHandler","L1513","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeleteoutputmessageoutputparameterHandler.java",34,1,105,2,0.430508,4,11,4,0.569444,0.58,41,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1560","DeleteoutputparameteroutputparameterHandler","eu.fp7.scase.wsat.outputparameter.DeleteoutputparameteroutputparameterHandler","L1513","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\DeleteoutputparameteroutputparameterHandler.java",34,1,105,2,0.430508,4,11,4,0.569444,0.58,41,29,1,2,2,8,4,1,1,8,12,0.6,0.166667,10,3,3,2,0.166667,10,0,0,0,0,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,50,72,5,0,5,0,4,0,4,0,4,26,0,4,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1584","GetoutputmessageoutputparameterHandler","eu.fp7.scase.wsat.outputparameter.GetoutputmessageoutputparameterHandler","L1513","L103","C:\Users\michalis\Desktop\thesisResults\WSAT_java\GetoutputmessageoutputparameterHandler.java",34,1,117,2,0.883146,5,12,5,0.72619,0.736842,61,42,1,2,2,8,4,1,1,8,12,0.6,0.185714,13,3,3,2,0.185714,13,0,0,0,0,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,57,84,5,1,5,1,4,0,4,0,4,33,0,4,0,0,0,35,0,0,0,0,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
